URL Prisma;Año de Publicación;Tipo;Título;Fuente;ISSN;ISBN;Datos de la Publicación;Editor;Autores;Autoría preferente;Autores US;Total Autores;Afiliaciones;Afiliaciones Internacionales Sí/No;Afiliaciones Internacionales;DOI;Cód. WOS;Cód. Scopus;Cód. PubMed;Id. idUS;Cód. Dialnet;Vía Acceso;Dialnet
https://bibliometria.us.es/prisma/publicacion/17050;2018;Revista;Blindness to sponsor: Application to sports event posters;RAE-REVISTA DE ADMINISTRACAO DE EMPRESAS;"0034-7590;2178-938X";;58 (6), 525-536;FUNDACAO GETULIO VARGAS;"Dos Santos, Manuel Alonso;Moreno, Ferran Calabuig;Sánchez franco, Manuel Jesús";Sí;Sánchez franco, Manuel Jesús [3899];3;"Universidad Catolica de la Santisima Concepcion;University of Valencia;Universidad de Sevilla";Sí;Universidad Catolica de la Santisima Concepcion;10.1590/S0034-759020180602;WOS:000453228700002;2-s2.0-85058569583;-;-;ARTREV 6902201;Dorada;Texto Completo
https://bibliometria.us.es/prisma/publicacion/198092;2018;Revista;Utilización de índices paramétricos para estimar el grado de confianza de la enseñanza de las Ciencias de la Tierra.;Tabularium Edit;2341-4863;;1 (5), 25-42;;"Enrique Rus Arias;José María Corrales Vázquez;Eduardo Rebollada Casado";Sí;Enrique Rus Arias [8130];3;-;-;-;-;-;-;-;-;ARTREV 8258804;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/16754;2018;Revista;Co-evolution of innovation cooperation activities and internationalisation through exports;INNOVATION-ORGANIZATION & MANAGEMENT;2204-0226;;20 (4), 353-376;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;Moreno-Menéndez, Ana M.;Sí;Moreno-Menéndez, Ana M. [2828];1;Universidad de Sevilla;No;-;10.1080/14479338.2018.1502611;WOS:000458757400003;2-s2.0-85051997912;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/16597;2018;Revista;Green innovation, indeed a cornerstone in linking market requests and business performance. Evidence from the Spanish automotive components industry;Technological Forecasting and Social Change;"0040-1625;1873-5509";;129, 185-193;ELSEVIER SCIENCE INC;"Leal-Rodríguez, Antonio L.;Ariza-Montes, Antonio J.;Morales-Fernández, Emilio;Albort-Morant, Gema";Sí;"Leal-Rodríguez, Antonio L. [2157];Albort-Morant, Gema [5798]";4;"Universidad de Sevilla;Universidad Loyola Andalucia;Centro Universitario San Isidoro";No;-;10.1016/j.techfore.2017.07.021;WOS:000430763400017;2-s2.0-85026418025;-;11441/89471;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/84821;2018;Revista;Organizational learning capability and open innovation;MANAGEMENT DECISION;"0025-1747;1758-6070";;56 (6), 1217-1231;EMERALD GROUP PUBLISHING LTD;"Peris-Ortiz, Marta;Devece-Carañana, Carlos Alberto;Navarro-Garcia, Antonio";Sí;Navarro-Garcia, Antonio [2957];3;"Universitat Politècnica de València;IPAG Business School;Universidad de Sevilla";No;-;10.1108/MD-02-2017-0173;WOS:000434254200005;2-s2.0-85043485556;-;-;-;Verde;-
https://bibliometria.us.es/prisma/publicacion/16663;2018;Revista;Leader prolific authors in Spanish tourism research;TRANSINFORMACAO;0103-3786;;30 (1), 39-50;PONTIFICIA UNIVERSIDADE CATOLICA CAMPINAS;"López-Bonilla, Jesús Manuel;Granados-Perea, Concepción;López-Bonilla, Luis Miguel";Sí;"López-Bonilla, Jesús Manuel [2235];López-Bonilla, Luis Miguel [2236]";3;Universidad de Sevilla;No;-;10.1590/2318-08892018000100004;WOS:000432478100004;2-s2.0-85041647321;-;11441/88381;-;Dorada;-
https://bibliometria.us.es/prisma/publicacion/87195;2018;Revista;New social consumer? Determining factors of Facebook commerce;JOURNAL OF DECISION SYSTEMS;"1166-8636;2116-7052";;27 (4), 213-237;TAYLOR & FRANCIS LTD;"Liébana-Cabanillas, Francisco;Corral-Hermoso, José Antonio;Villarejo-Ramos, Ángel F.;Higueras-Castillo, E.";No;Villarejo-Ramos, Ángel F. [4367];4;Universidad de Sevilla;No;-;10.1080/12460125.2019.1592990;WOS:000471766100001;2-s2.0-85063141010;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/135472;2018;Revista;Ampliación de un ciclo de mejora para conseguir una mayor implicación del alumnado;Jornadas de Formación e Innovación Docente del Profesorado;2659-5117;;(1), 1394-1410;Universidad de Sevilla;Silvia Martelo Landroguez;Sí;Silvia Martelo Landroguez [2483];1;-;-;-;10.12795/jdu.2018.i01.78;-;-;-;-;ARTREV 6932196;Dorada;Texto Completo
https://bibliometria.us.es/prisma/publicacion/204076;2018;Revista;Are They True to the Cause? Beliefs About Organizational and Unit Commitment to Sexual Harassment Awareness Training;Group and Organization Management;"1059-6011;1552-3993";;43 (4), 531-560;;"Cheung, Ho Kwan;Goldberg, Caren B.;King, Eden B.;Magley, Vicki J.";No;Goldberg, Caren B. [8151];4;"George Mason University, Fairfax Campus;Bowie State University;Rice University;University of Connecticut";Sí;"George Mason University, Fairfax Campus;Bowie State University;Rice University;University of Connecticut";10.1177/1059601117726677;-;2-s2.0-85045969733;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/16604;2018;Revista;Evaluating the role of gamification and flow in e-consumers: millennials versus generation X;KYBERNETES;"0368-492X;1758-7883";;48 (6), 1278-1300;EMERALD GROUP PUBLISHING LTD;"García-Jurado, Alejandro;Castro-González, Pilar;Torres-Jiménez, Mercedes;Leal-Rodríguez, Antonio L.";Sí;"García-Jurado, Alejandro [7903];Leal-Rodríguez, Antonio L. [2157]";4;"Universidad de Cordoba;Universidad Loyola Andalucia;Universidad de Sevilla";No;-;10.1108/K-07-2018-0350;WOS:000479291000007;2-s2.0-85055689512;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/16071;2018;Revista;La retribución en España del principal ejecutivo de la empresa (CEO) y la teoría del poder directivo;Temas laborales. Revista andaluza de trabajo y bienestar social;0213-0750;;(144), 117-149;Consejo Andaluz de Relaciones Laborales;"Alcaide-Castro, Manuel;Florez-Saborido, Ignacio;Rodríguez-serrano, María Ángeles";Sí;"Alcaide-Castro, Manuel [82];Florez-Saborido, Ignacio [1359];Rodríguez-serrano, María Ángeles [3663]";3;-;-;-;-;-;-;-;11441/83725;ARTREV 6757574;Sin Datos;Texto Completo
https://bibliometria.us.es/prisma/publicacion/16474;2018;Revista;Determinants of innovation output in Spanish knowledge-intensive service firms: Stability analysis throughout the economic crisis of 2008;Structural Change and Economic Dynamics;0954-349X;;49, 228-244;Elsevier BV;"Alarcón, José Carlos;Aguilar, Rocio;Galán, Jose Luis";Sí;Galán, Jose Luis [1400];3;"Universidad de Sevilla;Universidad Pablo de Olavide";No;-;10.1016/j.strueco.2018.10.006;WOS:000471357700019;2-s2.0-85056461764;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/16387;2018;Revista;An explanatory and predictive PLS-SEM approach to the relationship between organizational culture,organizational performance and customer loyalty: The case of health clubs;JOURNAL OF HOSPITALITY AND TOURISM TECHNOLOGY;"1757-9880;1757-9899";;9 (3), 438-454;EMERALD GROUP PUBLISHING LTD;"García-Fernández, Jerónimo;Martelo-Landroguez, Silvia;Vélez-Colon, Luisa;Cepeda-Carrión, Gabriel";Sí;"García-Fernández, Jerónimo [1491];Martelo-Landroguez, Silvia [2483];Cepeda-Carrión, Gabriel [815]";4;"Universidad de Sevilla;Inter American University of Puerto Rico";Sí;Inter American University of Puerto Rico;10.1108/JHTT-09-2017-0100;WOS:000452703000012;2-s2.0-85055744380;-;11441/81616;-;Verde;-
https://bibliometria.us.es/prisma/publicacion/16953;2018;Revista;Antecedents and consequences of knowledge management performance: The role of IT infrastructure;INTANGIBLE CAPITAL;"2014-3214;1697-9818";;14 (4), 518-535;OMNIASCIENCE;"Roldán, José L.;Real, Juan C.;Ceballos, Silvia Sánchez";Sí;Roldán, José L. [3692];3;"Universidad de Sevilla;Universidad Pablo de Olavide;Instituto Andaluz de Tecnologia";No;-;10.3926/ic.1074;WOS:000462283600002;2-s2.0-85059243701;-;11441/86514;-;Dorada;-
https://bibliometria.us.es/prisma/publicacion/16662;2018;Revista;Producción científica española en turismo: un análisis de autoría basado en revistas internacionales con alto impacto y visibilidad;CUADERNOS DE TURISMO;"1139-7861;1989-4635";;41 (41), 691-694;Universidad de Murcia;"López-Bonilla, Jesús Manuel;Granados-Perea, Concepción;López-Bonilla, Luis Miguel";Sí;"López-Bonilla, Jesús Manuel [2235];López-Bonilla, Luis Miguel [2236]";3;Universidad de Sevilla;No;-;10.6018/turismo.41.327061;WOS:000467037400013;2-s2.0-85046935438;-;11441/85737;ARTREV 6423360;Dorada;Texto Completo
https://bibliometria.us.es/prisma/publicacion/131256;2018;Revista;Alianzas estratégicas en el sector turístico: colaboración y rivalidad en entornos empresariales;International journal of world of tourism;2386-2319;;5 (9), 16-25;;Maria Del Mar Cobeña Ruiz-Lopera;Sí;Maria Del Mar Cobeña Ruiz-Lopera [4534];1;-;-;-;10.12795/ijwt.2018.i09.02;-;-;-;-;ARTREV 6522496;Dorada;Texto Completo
https://bibliometria.us.es/prisma/publicacion/16120;2018;Revista;Antecedents of WOM: SNS-user segmentation;JOURNAL OF RESEARCH IN INTERACTIVE MARKETING;"2040-7122;2040-7130";;12 (1), 105-124;EMERALD GROUP PUBLISHING LTD;"Arenas-Gaitán, Jorge;Rondan-Cataluña, Francisco J.;Ramírez-Correa, Patricio E.";Sí;"Arenas-Gaitán, Jorge [198];Rondan-Cataluña, Francisco J. [3755]";3;"Universidad de Sevilla;Universidad Católica del Norte";Sí;Universidad Católica del Norte;10.1108/JRIM-07-2017-0052;WOS:000426204600006;2-s2.0-85040796074;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/16264;2018;Revista;Las carteras de alianzas en el sector español de la construcción: análisis de las redes ego;Redes;2385-4626;;24 (1), 53-80;Universitat Autonoma de Barcelona;"Casanueva-Rocha, Cristobal;Castro-Abancéns, Ignacio;Galan-Gonzalez, Jose Luis";Sí;"Casanueva-Rocha, Cristobal [735];Castro-Abancéns, Ignacio [778];Galan-Gonzalez, Jose Luis [1400]";3;-;-;-;10.5565/rev/redes.349;-;-;-;11441/59563;ARTREV 5172213;Dorada;Texto Completo
https://bibliometria.us.es/prisma/publicacion/16791;2018;Revista;Competitive Advantages as a Complete Mediator Variable in Strategic Resources, Dynamic Capabilities and Performance Relations in the Car Sales Sector;Journal of Business;2078 ? 9424;;10 (1), 24-37;Universidad del Pacífico;"Navarro-García, Antonio;Rey-Moreno, Manuel;Pires De Lima, Pedro D¿alte Bártolo";Sí;"Navarro-García, Antonio [2957];Rey-Moreno, Manuel [3516]";3;-;-;-;10.21678/jb.2018.875;-;-;-;11441/83632;ARTREV 6763304;Dorada;Texto Completo
https://bibliometria.us.es/prisma/publicacion/16329;2018;Revista;Trust as mediator of corporate social responsibility, image and loyalty in the hotel sector;JOURNAL OF SUSTAINABLE TOURISM;"0966-9582;1747-7646";;26 (7), 1273-1289;CHANNEL VIEW PUBLICATIONS;"Palacios-Florencio, Beatriz;García del Junco, Julio;Castellanos-Verdugo, Mario;Rosa-Díaz, Isabel María";Sí;"García del Junco, Julio [1481];Castellanos-Verdugo, Mario [757];Rosa-Díaz, Isabel María [3763]";4;"Universidad Pablo de Olavide;Universidad de Sevilla";No;-;10.1080/09669582.2018.1447944;WOS:000443900800014;2-s2.0-85044348288;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/16386;2018;Revista;How public sport centers can improve the sport consumer experience;INTERNATIONAL JOURNAL OF SPORTS MARKETING & SPONSORSHIP;1464-6668;;19 (3), 350-367;EMERALD GROUP PUBLISHING LTD;"Cepeda-Carrión, Ignacio;Cepeda-Carrión, Gabriel";Sí;"Cepeda-Carrión, Ignacio [816];Cepeda-Carrión, Gabriel [815]";2;Universidad de Sevilla;No;-;10.1108/IJSMS-02-2017-0008;WOS:000440938600007;2-s2.0-85047249045;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/16952;2018;Revista;Managerial perceptions of employees' affective commitment and product innovation;ECONOMICS OF INNOVATION AND NEW TECHNOLOGY;"1043-8599;1476-8364";;27 (3), 290-305;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;"García-Cruz, Joaquín;Real, Juan C.;Roldán, José L.";Sí;Roldán, José L. [3692];3;"Universidad Pablo de Olavide;Universidad de Sevilla";No;-;10.1080/10438599.2017.1346163;WOS:000438041100006;2-s2.0-85022200359;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/17096;2018;Revista;Complexity in the Acceptance of Sustainable Search Engines on the Internet: An Analysis of Unobserved Heterogeneity with FIMIX-PLS;COMPLEXITY;"1076-2787;1099-0526";;2018;WILEY-HINDAWI;"Palos-Sanchez, Pedro;Velicia-Martín, Félix;Saura, Jose Ramon";No;"Palos-Sanchez, Pedro [5070];Velicia-Martín, Félix [4320]";3;"Universidad de Sevilla;Universidad Rey Juan Carlos";No;-;10.1155/2018/6561417;WOS:000447891800001;2-s2.0-85056221514;-;11441/116643;-;Dorada;-
https://bibliometria.us.es/prisma/publicacion/16834;2018;Revista;How to improve firm performance through employee diversity and organisational culture;Revista Brasileira de Gestao de Negocios;"1806-4892;1983-0807";;20 (3), 378-400;Fundacao Escola de Comercio Alvares Penteado;"Triguero-Sánchez, Rafael;Peña-Vinces, Jesús;Guillen, Jorge";No;Peña-Vinces, Jesús [3212];3;"Universidade de Sevlha;Universidad ESAN";Sí;Universidad ESAN;10.7819/rbgn.v20i3.3303;WOS:000440370700004;2-s2.0-85051255638;-;11441/96097;ARTREV 7102268;Dorada;Texto Completo
https://bibliometria.us.es/prisma/publicacion/16119;2018;Revista;Student information system satisfaction in higher education: the role of visual aesthetics;KYBERNETES;"0368-492X;1758-7883";;47 (8), 1604-1622;EMERALD GROUP PUBLISHING LTD;"Ramírez-Correa, Patricio Esteban;Rondán-Cataluña, Francisco Javier;Arenas-Gaitán, Jorge";Sí;"Rondán-Cataluña, Francisco Javier [3755];Arenas-Gaitán, Jorge [198]";3;"Universidad Católica del Norte;Universidad de Sevilla";Sí;Universidad Católica del Norte;10.1108/K-08-2017-0297;WOS:000446478800006;2-s2.0-85045152799;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/16868;2018;Revista;A Spanish perspective on the impact on religiosity and spirituality on consumer ethics;INTERNATIONAL JOURNAL OF CONSUMER STUDIES;"1470-6423;1470-6431";;42 (6), 675-686;WILEY;"Vitell, Scott;Ramos-Hidalgo, Encarnación;Rodríguez-Rad, Carlos";Sí;"Ramos-Hidalgo, Encarnación [3463];Rodríguez-Rad, Carlos [3654]";3;"University of Mississippi;Universidad de Sevilla";Sí;University of Mississippi;10.1111/ijcs.12438;WOS:000451436200009;2-s2.0-85057469419;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/16136;2018;Revista;Multichannel strategies in public services: levels of satisfaction and citizens’ preferences;International Review on Public and Nonprofit Marketing;"1865-1984;1865-1992";;15 (1), 9-24;SPRINGER;"Rey-Moreno, Manuel;Medina-Molina, Cayetano;Barrera-Barrera, Ramón";Sí;"Rey-Moreno, Manuel [3516];Barrera-Barrera, Ramón [328]";3;"Universidad de Sevilla;Universidad Isabel I";No;-;10.1007/s12208-017-0188-9;WOS:000538531400002;2-s2.0-85028554230;-;-;ARTREV 6310436;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/187648;2018;Revista;La calidad colaborativa: un nuevo concepto para la calidad turística;CUADERNOS DE TURISMO;"1139-7861;1989-4635";;(42), 47-70;Universidad de Murcia;Marta Candau del Cid;Sí;Marta Candau del Cid [7801];1;-;-;-;10.6018/turismo.42.02;WOS:000467051300003;2-s2.0-85058342967;-;-;ARTREV 6788178;Dorada;Texto Completo
https://bibliometria.us.es/prisma/publicacion/16594;2018;Revista;Assessing the origins, evolution and prospects of the literature on dynamic capabilities: A bibliometric analysis;EUROPEAN RESEARCH ON MANAGEMENT AND BUSINESS ECONOMICS;"2444-8834;2444-8842";;24 (1), 42-52;ELSEVIER SCI LTD;"Albort-Morant, Gema;Leal-Rodríguez, Antonio L.;Fernández-Rodríguez, Vicente;Ariza-Montes, Antonio";Sí;"Albort-Morant, Gema [5798];Leal-Rodríguez, Antonio L. [2157]";4;"Universidad de Sevilla;Universidad Loyola Andalucia";No;-;10.1016/j.iedeen.2017.06.004;WOS:000430285500006;2-s2.0-85024478578;-;11441/128173;ARTREV 6237175;Dorada;Texto Completo
https://bibliometria.us.es/prisma/publicacion/16602;2018;Revista;Absorptive capacity and relationship learning mechanisms as complementary drivers of green innovation performance;Journal of Knowledge Management;"1367-3270;1758-7484";;22 (2), 432-452;EMERALD GROUP PUBLISHING LTD;"Albort-Morant, Gema;Leal-Rodríguez, Antonio L.;De Marchi, Valentina";No;"Albort-Morant, Gema [5798];Leal-Rodríguez, Antonio L. [2157]";3;"Centro Universitario San Isidoro;Universidad de Sevilla;Università degli Studi di Padova";Sí;Università degli Studi di Padova;10.1108/JKM-07-2017-0310;WOS:000428539300010;2-s2.0-85043451963;-;-;-;Verde;-
https://bibliometria.us.es/prisma/publicacion/16471;2018;Revista;Sources of decline, turnaround strategy and HR strategies and practices: The case of Iberia Airlines;Economic and Industrial Democracy: an international journal;"0143-831X;1461-7099";;40 (3), 583-610;SAGE PUBLICATIONS LTD;"Santana, Mónica;Valle Cabrera, Ramon;Galán González, José Luis";Sí;Galán González, José Luis [1400];3;"Universidad Pablo de Olavide;Universidad de Sevilla";No;-;10.1177/0143831X18772356;WOS:000477645600007;2-s2.0-85048052736;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/16385;2018;Revista;Potential and Realized Absorptive Capacity as Complementary Drivers of Green Product and Process Innovation Performance;SUSTAINABILITY;2071-1050;;10 (2), 381;MDPI;"Albort-Morant, Gema;Henseler, Jörg;Cepeda-Carrión, Gabriel;Leal-Rodríguez, Antonio L.";Sí;"Albort-Morant, Gema [5798];Cepeda-Carrión, Gabriel [815];Leal-Rodríguez, Antonio L. [2157]";4;"University of Twente;Centro Universitario San Isidoro;NOVA Information Management School, Universidade Nova de Lisboa;Universidad de Sevilla";Sí;"University of Twente;NOVA Information Management School, Universidade Nova de Lisboa";10.3390/su10020381;WOS:000425943100104;2-s2.0-85041488783;-;11441/75027;-;Dorada;-
https://bibliometria.us.es/prisma/publicacion/16201;2018;Revista;Assessment and improvement of organisational social impact through the EFQM Excellence Model;Total Quality Management & Business Excellence;"1478-3363;1478-3371";;29 (11-12), 1259-1278;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;"Calvo-Mora, Arturo;Domínguez-CC, Marta;Criado, Fernando";Sí;"Calvo-Mora, Arturo [570];Domínguez-CC, Marta [1097];Criado, Fernando [960]";3;Universidad de Sevilla;No;-;10.1080/14783363.2016.1253465;WOS:000441675100001;2-s2.0-85011620764;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/16951;2018;Revista;Regional development and capital structure of SMEs;CUADERNOS DE GESTION;"1131-6837;1988-2157";;18 (1), 37-60;UNIV PAIS VASCO, INST ECONOMIA APLICADA EMPRESA;"Di Pietro, Filippo;Palacín-Sánchez, María José;Roldán, José L.";Sí;"Di Pietro, Filippo [1037];Palacín-Sánchez, María José [3135];Roldán, José L. [3692]";3;"Departamento de Economía Financiera y Dirección de Operaciones;Departamento de Administración de Empresas y Marketing";No;-;10.5295/cdg.150530fd;WOS:000434362100002;2-s2.0-85040462179;-;11441/76256;ARTREV 6230414;Dorada;Texto Completo
https://bibliometria.us.es/prisma/publicacion/17095;2018;Revista;Understanding the Influence of Wireless Communications and Wi-Fi Access on Customer Loyalty: A Behavioral Model System;WIRELESS COMMUNICATIONS & MOBILE COMPUTING;"1530-8669;1530-8677";;2018;WILEY-HINDAWI;"Reyes-Menendez, Ana;Palos-Sanchez, Pedro R.;Saura, Jose Ramon;Velicia-Martín, Félix";Sí;"Palos-Sanchez, Pedro R. [5070];Velicia-Martín, Félix [4320]";4;"Universidad Rey Juan Carlos;International University of La Rioja;Universidad de Sevilla";No;-;10.1155/2018/3487398;WOS:000453813100001;2-s2.0-85058934633;-;-;-;Dorada;-
https://bibliometria.us.es/prisma/publicacion/212733;2018;Revista;Aprendiendo en base a proyectos en la asignatura Marketing del Grado en Óptica y Optometría;Jornadas de Formación e Innovación Docente del Profesorado;2659-5117;;(1), 1442-1459;Universidad de Sevilla;M. A. Revilla-Camacho;Sí;M. A. Revilla-Camacho [3508];1;-;-;-;10.12795/jdu.2018.i01.81;-;-;-;-;ARTREV 6932199;Dorada;Texto Completo
https://bibliometria.us.es/prisma/publicacion/16922;2018;Desconocido;Aproximación a la medición de Revenue Management en destinos turísticos;International Journal of World of Tourism;;;5 (9), 26-55;Facultad de Turismo y Finanzas de la Universidad de Sevilla;"López -caballero, Rocío;Chávez-miranda, Esther;Rey-Moreno, Manuel";Sí;"Chávez-miranda, Esther [840];Rey-Moreno, Manuel [3516]";3;-;-;-;10.12795/ijwt.2018.i09.03;-;-;-;11441/77275;ARTREV 6522497;Dorada;Texto Completo
https://bibliometria.us.es/prisma/publicacion/16601;2018;Revista;The Effect of Absorptive Capacity on Green Customer Capital under an Organizational Unlearning Context;SUSTAINABILITY;2071-1050;;10 (1), 265;MDPI;"Martelo-Landroguez, Silvia;Albort-Morant, Gema;Leal-Rodríguez, Antonio L.;Ribeiro-Soriano, Belén";Sí;"Martelo-Landroguez, Silvia [2483];Albort-Morant, Gema [5798];Leal-Rodríguez, Antonio L. [2157]";4;"Universidad de Sevilla;Centro Universitario San Isidoro;UNC Kenan-Flagler Business School";Sí;UNC Kenan-Flagler Business School;10.3390/su10010265;WOS:000425082600256;2-s2.0-85040777387;-;11441/69326;-;Dorada;-
https://bibliometria.us.es/prisma/publicacion/16473;2018;Revista;The virtualization of the airline industry: A strategic process;JOURNAL OF AIR TRANSPORT MANAGEMENT;"0969-6997;1873-2089";;67, 134-145;ELSEVIER SCI LTD;"Castiglioni, Marco;Gallego, Ángeles;Galán, José Luis";Sí;"Castiglioni, Marco [759];Gallego, Ángeles [1428];Galán, José Luis [1400]";3;Universidad de Sevilla;No;-;10.1016/j.jairtraman.2017.12.001;WOS:000426235100013;2-s2.0-85038607087;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/16384;2018;Revista;Developing green innovation performance by fostering of organizational knowledge and coopetitive relations;REVIEW OF MANAGERIAL SCIENCE;"1863-6683;1863-6691";;12 (2), 499-517;SPRINGER;"Albort-Morant, Gema;Leal-Millán, Antonio;Cepeda-Carrion, Gabriel;Henseler, Jörg";No;"Albort-Morant, Gema [5798];Leal-Millán, Antonio [2155];Cepeda-Carrion, Gabriel [815]";4;"Universidad de Sevilla;Centro Universitario San Isidoro;University of Twente;NOVA Information Management School, Universidade Nova de Lisboa";Sí;"University of Twente;NOVA Information Management School, Universidade Nova de Lisboa";10.1007/s11846-017-0270-z;WOS:000425552800006;2-s2.0-85037737267;-;-;-;Verde;-
https://bibliometria.us.es/prisma/publicacion/211130;2018;Revista;Brand management efficiency and firm value: An integrated resource based and signalling theory perspective;INDUSTRIAL MARKETING MANAGEMENT;"0019-8501;1873-2062";;72, 112-126;ELSEVIER SCIENCE INC;"Rahman, Mahabubur;Rodríguez-Serrano, M. Ángeles;Lambkin, Mary";No;Rodríguez-Serrano, M. Ángeles [3663];3;"Rennes School of Business;Universidad de Sevilla;UCD Michael Smurfit Graduate Business School";Sí;"Rennes School of Business;UCD Michael Smurfit Graduate Business School";10.1016/j.indmarman.2018.04.007;-;2-s2.0-85047494674;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/81110;2018;Revista;El modelo TCP aplicado a la formación en emprendimiento de los estudiantes en comunicación;Espacios;0798-1015;;39 (2);Asociación de Profesionales y Técnicos del CONICIT;"Caro González, Francisco Javier;Sánchez Torné, Isadora;Romero Benabent, Helios Alberto";Sí;"Caro González, Francisco Javier [684];Sánchez Torné, Isadora [3954]";3;Universidad de Sevilla;No;-;-;-;2-s2.0-85040614848;-;11441/99616;-;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/16117;2018;Revista;El uso de los servicios online por los mayores: análisis de la banca por Internet;Aula Abierta;"0210-2773;2341-2313";;47 (1), 97-106;Universidad de Oviedo;"Villarejo-Ramos, Ángel Francisco;Peral-Peral, Begoña;Arenas-Gaitán, Jorge";Sí;"Villarejo-Ramos, Ángel Francisco [4367];Peral-Peral, Begoña [3216];Arenas-Gaitán, Jorge [198]";3;-;-;-;10.17811/rifie.47.1.2018.97-106;WOS:000501503900013;2-s2.0-85083295243;-;11441/72400;ARTREV 6292836;Bronce;Texto Completo
https://bibliometria.us.es/prisma/publicacion/16866;2018;Revista;Spirituality, consumer ethics, and sustainability: the mediating role of moral identity;JOURNAL OF CONSUMER MARKETING;"0736-3761;2052-1200";;35 (1), 51-63;EMERALD GROUP PUBLISHING LTD;"Rodríguez-Rad, Carlos J.;Ramos-Hidalgo, Encarnación";Sí;"Rodríguez-Rad, Carlos J. [3654];Ramos-Hidalgo, Encarnación [3463]";2;Universidad de Sevilla;No;-;10.1108/JCM-12-2016-2035;WOS:000425284400006;2-s2.0-85042139914;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/16737;2018;Revista;Application of text mining techniques to the analysis of discourse in eWOM communications from a gender perspective;Technological Forecasting and Social Change;"0040-1625;1873-5509";;129, 131-142;ELSEVIER SCIENCE INC;"Teso, E.;Olmedilla, M.;Martínez-Torres, M. R.;Toral, S. L.";Sí;"Martínez-Torres, M. R. [2588];Toral, S. L. [4155]";4;"Liverpool Business School;Pôle Universitaire Léonard De Vinci;Universidad de Sevilla";Sí;"Liverpool Business School;Pôle Universitaire Léonard De Vinci";10.1016/j.techfore.2017.12.018;WOS:000430763400011;2-s2.0-85039905093;-;-;-;Verde;-
https://bibliometria.us.es/prisma/publicacion/16921;2018;Revista;Facilitator and inhibitor factors: Adopting e-government in a dual model;JOURNAL OF BUSINESS RESEARCH;0148-2963;;88, 542-549;ELSEVIER SCIENCE INC;"Rey-Moreno, Manuel;Felício, José Augusto;Medina-Molina, Cayetano;Rufín, Ramón";Sí;Rey-Moreno, Manuel [3516];4;"Universidad de Sevilla;Instituto Superior de Economia e Gestão, Universidade de Lisboa;Universidad Isabel I;Universidad Nacional de Educacion a Distancia";Sí;Instituto Superior de Economia e Gestão, Universidade de Lisboa;10.1016/j.jbusres.2017.11.015;WOS:000434004100059;2-s2.0-85034022542;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/16545;2018;Revista;El Método Delphi aplicado al estudio de la contribución de las TICs en la reducción de la pobreza en Andalucía;Atlantic Review of Economics;2174-3835;;1 (3), 1-19;Colegio de Economistas de La Coruna;"Garcia-Del Junco, Julio;Ramirez-García, Carolina";Sí;Garcia-Del Junco, Julio [1481];2;-;-;-;-;-;-;-;-;ARTREV 6856411;Sin Datos;Texto Completo
https://bibliometria.us.es/prisma/publicacion/91939;2018;Libro;The dimensions of the perceived value of the information obtained by generation Y tourists in social media;Tourism and Hospitality: Perspectives, Opportunities and Challenges;;"9781536130089;9781536130072";27-57;Nova Science Publishers;"Luna-Cortés, Gonzalo;López-Bonilla, Luis Miguel;López-Bonilla, Jesús Manuel";Sí;"López-Bonilla, Luis Miguel [2236];López-Bonilla, Jesús Manuel [2235]";3;"Fundación Universitaria Konrad Lorenz;Universidad de Sevilla";Sí;Fundación Universitaria Konrad Lorenz;-;-;2-s2.0-85044364386;-;-;-;Sin Datos;-
